label,sample_id,location,sample_collect_date,RNA_ext_rep,pcr_gene_target,task,concentration,CI,positive_partitions,negative_partitions,threshold,sample_collect_time,date_extracted,extraction_run_per_day,test_result_date,plate_ID,volume_wastewater_ml,volume_elution_ul,volume_dPCR_reaction_ul,volume_dPCR_RNA_ul,dilution_factor_dPCR,sample_type,GT_kit,reporting_jurisdiction,county_names,other_jurisdiction,zipcode,population_served,sample_location,sample_location_specify,institution_type,wwtp_name,wwtp_jurisdiction,capacity_mgd,sample_matrix,composite_freq,concentration_method,extraction_method,rec_eff_target_name,rec_eff_spike_matrix,pcr_target,pcr_type,quant_stan_type,stan_ref,inhibition_method,num_no_target_control,lab_id,pcr_target_units,inhibition_detect,inhibition_adjust,flow_rate,concentration_per_liter,copies_per_day,QL_extContr,QL_dPCR,false_positive,ntc_amplify,recovery.rate,extraction_outlier,concentration_per_liter_corrected
Rural_Town_3_2021-12-14_2,Rural_Town_3_2021-12-14,Rural_Town_3,2021-12-14,2,N1,Sample,0.748,0.52200000000000002,15,25402,32.76,10:00:00.0,2021-12-16T00:00:00Z,2,2021-12-20,122021imci1217,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83871,862,wwtp,NA,not institution specific,Rural_Town_3 Wastewater Treatment,ID,0.19 ,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.11590090909090908,5984.0,2625376429.42848,0.0,0,no,no,38.22982206405694,no,15652.701678740117
Rural_Town_2_2021-12-14_1,Rural_Town_2_2021-12-14,Rural_Town_2,2021-12-14,1,N2,Sample,0.0,-,0,25386,55.76,10:00:00.0,2021-12-16T00:00:00Z,2,2021-12-20,122021imci1217,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83855,863,wwtp,NA,not institution specific,Rural_Town_2 Wastewater Treatment,ID,0.4,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.1025,0.0,0,0.0,0,no,no,18.94270462633452,no,0.0
Rural_Town_2_2021-12-14_2,Rural_Town_2_2021-12-14,Rural_Town_2,2021-12-14,2,N2,Sample,0.0,-,0,25454,55.76,10:00:00.0,2021-12-17T00:00:00Z,1,2021-12-20,122021imci1217,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83855,863,wwtp,NA,not institution specific,Rural_Town_2 Wastewater Treatment,ID,0.4,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.1025,0.0,0,0.0,0,no,no,4.132953736654804,no,0.0
Rural_Town_3_2021-12-14_1,Rural_Town_3_2021-12-14,Rural_Town_3,2021-12-14,1,N2,Sample,0.048,2.7450000000000001,1,24796,55.76,10:00:00.0,2021-12-16T00:00:00Z,2,2021-12-20,122021imci1217,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83871,862,wwtp,NA,not institution specific,Rural_Town_3 Wastewater Treatment,ID,0.19 ,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.11590090909090908,384.0,168473353.76011637,0.0,0,no,no,79.21494661921709,yes,484.7570015364295
Rural_Town_3_2021-12-14_2,Rural_Town_3_2021-12-14,Rural_Town_3,2021-12-14,2,N2,Sample,0.249,0.95699999999999996,5,25424,55.76,10:00:00.0,2021-12-16T00:00:00Z,2,2021-12-20,122021imci1217,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83871,862,wwtp,NA,not institution specific,Rural_Town_3 Wastewater Treatment,ID,0.19 ,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.11590090909090908,1992.0,873955522.6306037,0.0,0,no,no,38.22982206405694,no,5210.591868992365
Rural_Town_2_2021-12-14_1,Rural_Town_2_2021-12-14,Rural_Town_2,2021-12-14,1,PMMoV,Sample,53.9,6.0999999999999999E-2,1004,24410,34.42,10:00:00.0,2021-12-16T00:00:00Z,2,2021-12-20,122021imci1217,25,100,40,20,100,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83855,863,wwtp,NA,not institution specific,Rural_Town_2 Wastewater Treatment,ID,0.4,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.1025,4.312e7,16730763957600,0.0,0,no,no,18.94270462633452,no,2.2763380863814837e8
Rural_Town_2_2021-12-14_2,Rural_Town_2_2021-12-14,Rural_Town_2,2021-12-14,2,PMMoV,Sample,18.6,0.10299999999999999,362,24944,29.32,10:00:00.0,2021-12-17T00:00:00Z,1,2021-12-20,122021imci1217,25,100,40,20,100,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83855,863,wwtp,NA,not institution specific,Rural_Town_2 Wastewater Treatment,ID,0.4,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.1025,1.4880000000000002e7,5773510382400,0.0,0,no,no,4.132953736654804,no,3.6003306468278575e8
Rural_Town_3_2021-12-14_1,Rural_Town_3_2021-12-14,Rural_Town_3,2021-12-14,1,PMMoV,Sample,10.5,0.13400000000000001,215,25050,36.98,10:00:00.0,2021-12-16T00:00:00Z,2,2021-12-20,122021imci1217,25,100,40,20,100,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83871,862,wwtp,NA,not institution specific,Rural_Town_3 Wastewater Treatment,ID,0.19 ,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.11590090909090908,8.4e6,3685354613502.5454,0.0,0,no,no,79.21494661921709,yes,1.0604059408609396e7
Rural_Town_3_2021-12-14_2,Rural_Town_3_2021-12-14,Rural_Town_3,2021-12-14,2,PMMoV,Sample,16.2,0.11,316,25150,36.98,10:00:00.0,2021-12-16T00:00:00Z,2,2021-12-20,122021imci1217,25,100,40,20,100,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83871,862,wwtp,NA,not institution specific,Rural_Town_3 Wastewater Treatment,ID,0.19 ,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.11590090909090908,1.296e7,5685975689403.927,0.0,0,no,no,38.22982206405694,no,3.39002362560949e7
Rural_Town_1_2021-12-19_2,Rural_Town_1_2021-12-19,Rural_Town_1,2021-12-19,2,BCoV,Sample,17.9,0.10100000000000001,376,24849,40.8,10:00:00.0,2021-12-20T00:00:00Z,1,2021-12-20,122121imci1220,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83832,1051,wwtp,NA,not institution specific,Rural_Town_1 Wastewater Treatment,ID,0.15,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.126,143200.0,68300945798.4,0.0,0,no,no,61.64989323843416,no,232279.39656953918
Rural_Town_4_2021-12-19_1,Rural_Town_4_2021-12-19,Rural_Town_4,2021-12-19,1,BCoV,Sample,5.7,0.185,113,25268,40.8,10:00:00.0,2021-12-20T00:00:00Z,1,2021-12-20,122121imci1220,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83535,609,wwtp,NA,not institution specific,Rural_Town_4 Wastewater Treatment,ID,0.08,post grit removal,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.0315,45600.0,5437365796.8,0.0,0,no,no,19.63153024911032,no,232279.39656953918
Rural_Town_4_2021-12-19_2,Rural_Town_4_2021-12-19,Rural_Town_4,2021-12-19,2,BCoV,Sample,6.0,0.17899999999999999,120,25333,40.8,10:00:00.0,2021-12-20T00:00:00Z,1,2021-12-20,122121imci1220,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83535,609,wwtp,NA,not institution specific,Rural_Town_4 Wastewater Treatment,ID,0.08,post grit removal,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.0315,48000.0,5723542944,0.0,0,no,no,20.66476868327402,no,232279.39656953918
Small_City_2021-12-19_1,Small_City_2021-12-19,Small_City,2021-12-19,1,BCoV,Sample,9.5,0.14699999999999999,179,24420,39.52,10:00:00.0,2021-12-20T00:00:00Z,1,2021-12-20,122121imci1220,25,100,40,20,1,24-hr flow-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83843,24000,wwtp,NA,not institution specific,Small_City Water Reclamation and Reuse,ID,4,raw wastewater,18,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,1.79,76000.0,514967448480.00006,0.0,0,no,no,32.71921708185053,no,232279.39656953918
Small_City_2021-12-19_2,Small_City_2021-12-19,Small_City,2021-12-19,2,BCoV,Sample,15.8,0.108,331,24990,39.52,10:00:00.0,2021-12-20T00:00:00Z,2,2021-12-20,122121imci1220,25,100,40,20,1,24-hr flow-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83843,24000,wwtp,NA,not institution specific,Small_City Water Reclamation and Reuse,ID,4,raw wastewater,18,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,1.79,126400.0,856472177472,0.0,0,no,no,54.41722419928826,no,232279.39656953912
Rural_Town_2_2021-12-19_1,Rural_Town_2_2021-12-19,Rural_Town_2,2021-12-19,1,BCoV,Sample,10.3,0.13400000000000001,213,24698,39.52,10:00:00.0,2021-12-20T00:00:00Z,2,2021-12-20,122121imci1220,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83855,863,wwtp,NA,not institution specific,Rural_Town_2 Wastewater Treatment,ID,0.4,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.0983,82400.0,30661534367.039997,0.0,0,no,no,35.47451957295374,no,232279.39656953915
Rural_Town_2_2021-12-19_2,Rural_Town_2_2021-12-19,Rural_Town_2,2021-12-19,2,BCoV,Sample,12.9,0.122,259,25178,40.8,10:00:00.0,2021-12-20T00:00:00Z,2,2021-12-20,122121imci1220,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83855,863,wwtp,NA,not institution specific,Rural_Town_2 Wastewater Treatment,ID,0.4,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.0983,103200.0,38401339158.72,0.0,0,no,no,44.42925266903915,no,232279.39656953912
Rural_Town_3_2021-12-19_1,Rural_Town_3_2021-12-19,Rural_Town_3,2021-12-19,1,BCoV,Sample,2.7,0.27200000000000002,53,24747,40.8,10:00:00.0,2021-12-20T00:00:00Z,1,2021-12-20,122121imci1220,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83871,862,wwtp,NA,not institution specific,Rural_Town_3 Wastewater Treatment,ID,0.19 ,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.11590090909090908,21600.0,9476626149.006546,0.0,0,no,no,9.29914590747331,no,232279.39656953915
Rural_Town_3_2021-12-19_2,Rural_Town_3_2021-12-19,Rural_Town_3,2021-12-19,2,BCoV,Sample,3.0,0.255,60,25395,42.08,10:00:00.0,2021-12-20T00:00:00Z,1,2021-12-20,122121imci1220,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83871,862,wwtp,NA,not institution specific,Rural_Town_3 Wastewater Treatment,ID,0.19 ,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.11590090909090908,24000.0,10529584610.007273,0.0,0,no,no,10.33238434163701,no,232279.39656953918
Rural_Town_1_2021-12-19_2,Rural_Town_1_2021-12-19,Rural_Town_1,2021-12-19,2,N1,Sample,0.0,-,0,25227,35.11,10:00:00.0,2021-12-20T00:00:00Z,1,2021-12-20,122121imci1220,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83832,1051,wwtp,NA,not institution specific,Rural_Town_1 Wastewater Treatment,ID,0.15,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.126,0.0,0,0.0,0,no,no,61.64989323843416,no,0.0
Rural_Town_4_2021-12-19_1,Rural_Town_4_2021-12-19,Rural_Town_4,2021-12-19,1,N1,Sample,1.3,0.38400000000000001,27,25352,35.11,10:00:00.0,2021-12-20T00:00:00Z,1,2021-12-20,122121imci1220,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83535,609,wwtp,NA,not institution specific,Rural_Town_4 Wastewater Treatment,ID,0.08,post grit removal,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.0315,10400.0,1240100971.2,0.0,0,no,no,19.63153024911032,no,52976.00272638613
Rural_Town_4_2021-12-19_2,Rural_Town_4_2021-12-19,Rural_Town_4,2021-12-19,2,N1,Sample,1.8,0.33600000000000002,35,25433,35.11,10:00:00.0,2021-12-20T00:00:00Z,1,2021-12-20,122121imci1220,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83535,609,wwtp,NA,not institution specific,Rural_Town_4 Wastewater Treatment,ID,0.08,post grit removal,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.0315,14400.0,1717062883.2,0.0,0,no,no,20.66476868327402,no,69683.81897086176
Small_City_2021-12-19_1,Small_City_2021-12-19,Small_City,2021-12-19,1,N1,Sample,1.0,0.46100000000000002,19,24563,35.11,10:00:00.0,2021-12-20T00:00:00Z,1,2021-12-20,122121imci1220,25,100,40,20,1,24-hr flow-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83843,24000,wwtp,NA,not institution specific,Small_City Water Reclamation and Reuse,ID,4,raw wastewater,18,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,1.79,8000.0,54207099840,0.0,0,no,no,32.71921708185053,no,24450.4627967936
Small_City_2021-12-19_2,Small_City_2021-12-19,Small_City,2021-12-19,2,N1,Sample,2.2,0.28899999999999998,47,25269,35.11,10:00:00.0,2021-12-20T00:00:00Z,2,2021-12-20,122121imci1220,25,100,40,20,1,24-hr flow-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83843,24000,wwtp,NA,not institution specific,Small_City Water Reclamation and Reuse,ID,4,raw wastewater,18,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,1.79,17600.0,119255619648.00002,0.0,0,no,no,54.41722419928826,no,32342.70078816368
Rural_Town_2_2021-12-19_1,Rural_Town_2_2021-12-19,Rural_Town_2,2021-12-19,1,N1,Sample,0.24,0.95699999999999996,5,24923,35.11,10:00:00.0,2021-12-20T00:00:00Z,2,2021-12-20,122121imci1220,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83855,863,wwtp,NA,not institution specific,Rural_Town_2 Wastewater Treatment,ID,0.4,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.0983,1920.0,714443519.232,0.0,0,no,no,35.47451957295374,no,5412.335454047514
Rural_Town_2_2021-12-19_2,Rural_Town_2_2021-12-19,Rural_Town_2,2021-12-19,2,N1,Sample,0.545,0.61599999999999999,11,25443,35.11,10:00:00.0,2021-12-20T00:00:00Z,2,2021-12-20,122121imci1220,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83855,863,wwtp,NA,not institution specific,Rural_Town_2 Wastewater Treatment,ID,0.4,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.0983,4360.0,1622382158.2559998,0.0,0,no,no,44.42925266903915,no,9813.354351193708
Rural_Town_3_2021-12-19_1,Rural_Town_3_2021-12-19,Rural_Town_3,2021-12-19,1,N1,Sample,0.466,0.68700000000000006,9,24788,35.11,10:00:00.0,2021-12-20T00:00:00Z,1,2021-12-20,122121imci1220,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83871,862,wwtp,NA,not institution specific,Rural_Town_3 Wastewater Treatment,ID,0.19 ,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.11590090909090908,3728.0,1635595476.0877964,0.0,0,no,no,9.29914590747331,no,40089.70325977972
Rural_Town_3_2021-12-19_2,Rural_Town_3_2021-12-19,Rural_Town_3,2021-12-19,2,N1,Sample,1.6,0.35699999999999998,31,25410,35.11,10:00:00.0,2021-12-20T00:00:00Z,1,2021-12-20,122121imci1220,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83871,862,wwtp,NA,not institution specific,Rural_Town_3 Wastewater Treatment,ID,0.19 ,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.11590090909090908,12800.0,5615778458.670546,0.0,0,no,no,10.33238434163701,no,123882.34483708757
Rural_Town_1_2021-12-19_2,Rural_Town_1_2021-12-19,Rural_Town_1,2021-12-19,2,N2,Sample,0.047,2.7450000000000001,1,25221,27.03,10:00:00.0,2021-12-20T00:00:00Z,1,2021-12-20,122121imci1220,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83832,1051,wwtp,NA,not institution specific,Rural_Town_1 Wastewater Treatment,ID,0.15,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.126,376.0,179337678.912,0.0,0,no,no,61.64989323843416,no,609.895622277561
Rural_Town_4_2021-12-19_1,Rural_Town_4_2021-12-19,Rural_Town_4,2021-12-19,1,N2,Sample,0.3,0.86199999999999999,6,25376,33.41,10:00:00.0,2021-12-20T00:00:00Z,1,2021-12-20,122121imci1220,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83535,609,wwtp,NA,not institution specific,Rural_Town_4 Wastewater Treatment,ID,0.08,post grit removal,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.0315,2400.0,286177147.2,0.0,0,no,no,19.63153024911032,no,12225.231398396798
Rural_Town_4_2021-12-19_2,Rural_Town_4_2021-12-19,Rural_Town_4,2021-12-19,2,N2,Sample,0.652,0.56299999999999994,13,25455,33.41,10:00:00.0,2021-12-20T00:00:00Z,1,2021-12-20,122121imci1220,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83535,609,wwtp,NA,not institution specific,Rural_Town_4 Wastewater Treatment,ID,0.08,post grit removal,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.0315,5216.0,621958333.248,0.0,0,no,no,20.66476868327402,no,25241.02776055659
Small_City_2021-12-19_1,Small_City_2021-12-19,Small_City,2021-12-19,1,N2,Sample,0.211,1.0920000000000001,4,24610,35.96,10:00:00.0,2021-12-20T00:00:00Z,1,2021-12-20,122121imci1220,25,100,40,20,1,24-hr flow-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83843,24000,wwtp,NA,not institution specific,Small_City Water Reclamation and Reuse,ID,4,raw wastewater,18,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,1.79,1687.9999999999998,11437698066.24,0.0,0,no,no,32.71921708185053,no,5159.047650123448
Small_City_2021-12-19_2,Small_City_2021-12-19,Small_City,2021-12-19,2,N2,Sample,0.856,0.47399999999999998,18,25299,34.68,10:00:00.0,2021-12-20T00:00:00Z,2,2021-12-20,122121imci1220,25,100,40,20,1,24-hr flow-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83843,24000,wwtp,NA,not institution specific,Small_City Water Reclamation and Reuse,ID,4,raw wastewater,18,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,1.79,6848.0,46401277463.04,0.0,0,no,no,54.41722419928826,no,12584.250852121866
